date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:02	51187/51187	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Oct%202018%2007:23:58%20GMT	http://cdn.shopify.com/s/files/1/2588/1650/products/p5.jpg?v=1511781981	C:/Users/koo_c/Desktop/hello/etrend/cdn.shopify.com/s/files/1/2588/1650/products/p5399a.jpg	(from https://furni-demo.myshopify.com/)
15:24:02	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%225923696a-60a%22	https://furni-demo.myshopify.com/hetal-enterprises-leatherette-office-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/hetal-enterprises-leatherette-office-chair	(from https://furni-demo.myshopify.com/)
15:24:03	121405/121405	---MCZ	200	added ('OK')	text/html	etag:cacheable:fbc2bc4bb748b69f396c6898032cc129	https://furni-demo.myshopify.com/collections/chairs/products/alex-daisy-nordic-study-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/collections/chairs/products/alex-daisy-nordic-study-chair.html	(from https://furni-demo.myshopify.com/)
15:24:05	33336/33336	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Oct%202018%2007:24:04%20GMT	http://cdn.shopify.com/s/files/1/2588/1650/products/p1.jpg?v=1511781977	C:/Users/koo_c/Desktop/hello/etrend/cdn.shopify.com/s/files/1/2588/1650/products/p1884f.jpg	(from https://furni-demo.myshopify.com/)
15:24:07	80216/80216	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:173e14bf0de6cea96b6f5323bc680e27	https://furni-demo.myshopify.com/alex-daisy-nordic-study-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/alex-daisy-nordic-study-chair.39.delayed	(from https://furni-demo.myshopify.com/)
15:24:10	117003/117003	---MCZ	200	added ('OK')	text/html	etag:cacheable:ba30bd72664d705bba23e36d7793554d	https://furni-demo.myshopify.com/collections/chairs/products/galaxy-shorts	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/collections/chairs/products/galaxy-shorts.html	(from https://furni-demo.myshopify.com/)
15:24:10	49110/49110	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Oct%202018%2007:24:10%20GMT	http://cdn.shopify.com/s/files/1/2588/1650/products/p8.jpg?v=1511781974	C:/Users/koo_c/Desktop/hello/etrend/cdn.shopify.com/s/files/1/2588/1650/products/p8744d.jpg	(from https://furni-demo.myshopify.com/)
15:24:10	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%225923696a-60a%22	https://furni-demo.myshopify.com/galaxy-shorts	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/galaxy-shorts	(from https://furni-demo.myshopify.com/)
15:24:12	117727/117727	---MCZ	200	added ('OK')	text/html	etag:cacheable:f7d3e3c47deb620b5c5976f899f98c7a	https://furni-demo.myshopify.com/collections/chairs/products/amet-kalrfort	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/collections/chairs/products/amet-kalrfort.html	(from https://furni-demo.myshopify.com/)
15:24:13	51554/51554	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Oct%202018%2007:24:12%20GMT	http://cdn.shopify.com/s/files/1/2588/1650/products/p10.jpg?v=1511781969	C:/Users/koo_c/Desktop/hello/etrend/cdn.shopify.com/s/files/1/2588/1650/products/p107233.jpg	(from https://furni-demo.myshopify.com/)
15:24:13	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%225923696a-60a%22	https://furni-demo.myshopify.com/amet-kalrfort	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/amet-kalrfort	(from https://furni-demo.myshopify.com/)
15:24:17	30076/30076	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Oct%202018%2007:24:16%20GMT	http://cdn.shopify.com/s/files/1/2588/1650/products/p14_e75e644a-5a79-40ac-9e2e-41aee7b6fff4.jpg?v=1539600099	C:/Users/koo_c/Desktop/hello/etrend/cdn.shopify.com/s/files/1/2588/1650/products/p14_e75e644a-5a79-40ac-9e2e-41aee7b6fff42e38.jpg	(from https://furni-demo.myshopify.com/)
15:24:17	120103/120103	---MCZ	200	added ('OK')	text/html	etag:cacheable:0115c5cb3f8258969922f0f563e32c3b	https://furni-demo.myshopify.com/collections/chairs/products/fuastick-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/collections/chairs/products/fuastick-chair.html	(from https://furni-demo.myshopify.com/)
15:24:18	80216/80216	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:173e14bf0de6cea96b6f5323bc680e27	https://furni-demo.myshopify.com/fuastick-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/fuastick-chair	(from https://furni-demo.myshopify.com/)
15:24:19	44059/44059	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Oct%202018%2007:24:17%20GMT	http://cdn.shopify.com/s/files/1/2588/1650/products/p13.jpg?v=1539600091	C:/Users/koo_c/Desktop/hello/etrend/cdn.shopify.com/s/files/1/2588/1650/products/p13eb22.jpg	(from https://furni-demo.myshopify.com/)
